timestamp,IP,fullLog,alertID,alertName,rule_firedtimes,affectedLogAtomValues,generalAlertType,CPU_NewAvg,CPU_NewN,CPU_NewVar,CPU_OldAvg,CPU_OldN,CPU_OldVar,CPU_Range,DNS_expected_frequency,DNS_expected_frequencyRange,DNS_frequency
2022-01-21 07:05:21,172.19.128.1,['Jan 21 07:05:21 dnsmasq[3468]: query[A] ntp.ubuntu.com from 172.19.128.1'],27,AMiner: New ip address in DNS logs.,/,['172.19.128.1'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:05:21,172.19.128.1,['Jan 21 07:05:21 dnsmasq[3468]: query[A] ntp.ubuntu.com from 10.143.0.1'],27,AMiner: New ip address in DNS logs.,/,['10.143.0.1'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:11:46,192.168.231.254,['Jan 21 07:11:46 dnsmasq[3326]: query[PTR] 180.231.168.192.in-addr.arpa from 192.168.231.56'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['PTR'],Frequency exceeds range for the first time,/,/,/,/,/,/,/,12.5,"[3.0, 22.0]",23
2022-01-21 07:15:27,192.168.231.164,"['192.168.231.68 - - [21/Jan/2022:07:15:27 +0000] ""GET /login.php?horde_logout_token=ilZl69b8MPk3JjoE7ddb77d&logout_reason=4 HTTP/1.1"" 200 4157 ""https://mailserver.morris.russellmitchell.com/imp/dynamic.php?page=mailbox"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/97.0.4692.71 Safari/537.36""']",7,AMiner: New characters in Apache Access request.,/,['/login.php?horde_logout_token=ilZl69b8MPk3JjoE7ddb77d&logout_reason=4'],New character(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:15:27,192.168.231.164,"['192.168.231.68 - - [21/Jan/2022:07:15:27 +0000] ""GET /themes/default/graphics/horde-power1.png HTTP/1.1"" 200 2601 ""https://mailserver.morris.russellmitchell.com/login.php?horde_logout_token=ilZl69b8MPk3JjoE7ddb77d&logout_reason=4"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/97.0.4692.71 Safari/537.36""']",9,AMiner: New characters in Apache Access referer.,/,['https://mailserver.morris.russellmitchell.com/login.php?horde_logout_token=ilZl69b8MPk3JjoE7ddb77d&logout_reason=4'],New character(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:20:20,192.168.231.164,"['192.168.231.68 - - [21/Jan/2022:07:20:20 +0000] ""GET /imp/dynamic.php?page=message&buid=4&mailbox=SU5CT1g&token=GxmcRkFoEP2D7Gkr3E2FxR7&uniq=1642749620184 HTTP/1.1"" 200 7622 ""https://mailserver.morris.russellmitchell.com/imp/dynamic.php?page=mailbox"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/97.0.4692.71 Safari/537.36""']",11,AMiner: Unusual occurrence frequencies of Apache Access request methods.,"[35, 818, 2, 13]","[['1'], ['0'], ['10'], ['6']]",Frequency anomaly detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:20:20,192.168.231.164,"['192.168.231.68 - - [21/Jan/2022:07:20:20 +0000] ""GET /imp/dynamic.php?page=message&buid=4&mailbox=SU5CT1g&token=GxmcRkFoEP2D7Gkr3E2FxR7&uniq=1642749620184 HTTP/1.1"" 200 7622 ""https://mailserver.morris.russellmitchell.com/imp/dynamic.php?page=mailbox"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/97.0.4692.71 Safari/537.36""']",12,AMiner: Unusual occurrence frequencies of Apache Access logs.,/,['-'],Frequency anomaly detected,/,/,/,/,/,/,/,140.0,"[0.0, 700.0]",2369
2022-01-21 07:29:37,10.143.0.35,"['{""service"":{""type"":""system""},""agent"":{""hostname"":""intranet-server"",""name"":""intranet-server"",""id"":""d8e6f857-ec88-4cf5-bc5e-7b72a6fd1e33"",""ephemeral_id"":""c6b20ae2-38c0-4ada-8be2-2d607fddf7e9"",""version"":""7.13.2"",""type"":""metricbeat""},""event"":{""module"":""system"",""dataset"":""system.cpu"",""duration"":668676},""@version"":""1"",""metricset"":{""period"":45000,""name"":""cpu""},""host"":{""cpu"":{""pct"":0.0682},""name"":""intranet-server""},""ecs"":{""version"":""1.9.0""},""@timestamp"":""2022-01-21T07:29:37.284Z"",""tags"":[""beats_input_raw_event""],""system"":{""cpu"":{""iowait"":{""pct"":5.0E-4,""norm"":{""pct"":5.0E-4}},""steal"":{""pct"":7.0E-4,""norm"":{""pct"":7.0E-4}},""irq"":{""pct"":0,""norm"":{""pct"":0}},""cores"":1,""user"":{""pct"":0.028,""norm"":{""pct"":0.028}},""softirq"":{""pct"":7.0E-4,""norm"":{""pct"":7.0E-4}},""total"":{""norm"":{""pct"":0.0682},""pct"":0.0682},""nice"":{""pct"":0,""norm"":{""pct"":0}},""idle"":{""pct"":0.9313,""norm"":{""pct"":0.9313}},""system"":{""pct"":0.0388,""norm"":{""pct"":0.0388}}}}}']",36,AMiner: CPU value deviates from average in monitoring logs.,/,/,Statistical data report,0.153779,100,0.066819315413131,0.0644072,500,2.4145879919839682e-05,/,/,/,/
2022-01-21 07:36:42,172.19.130.106,"['cloud.dmz.smith.russellmitchell.com:443 172.19.130.68 - - [21/Jan/2022:07:36:42 +0000] ""MKCOL /remote.php/dav/files/rblake/Documents/owner HTTP/1.1"" 201 628 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0""']",4,AMiner: New status code in Apache Access log.,/,['201'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:36:42,172.19.130.106,"['cloud.dmz.smith.russellmitchell.com:443 172.19.130.68 - - [21/Jan/2022:07:36:42 +0000] ""MKCOL /remote.php/dav/files/rblake/Documents/owner HTTP/1.1"" 201 628 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0""']",5,AMiner: New request method in Apache Access log.,/,['11'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:37:23,172.19.130.106,"['cloud.dmz.smith.russellmitchell.com:443 172.19.130.68 - - [21/Jan/2022:07:37:23 +0000] ""PUT /remote.php/dav/files/rblake/Documents/movie.png HTTP/1.1"" 201 737 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0""']",5,AMiner: New request method in Apache Access log.,/,['2'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 07:56:29,192.168.231.254,['Jan 21 07:56:29 dnsmasq[3326]: query[PTR] 180.231.168.192.in-addr.arpa from 192.168.231.56'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['PTR'],Frequency anomaly detected,/,/,/,/,/,/,/,12.5,"[3.0, 22.0]",116
2022-01-21 08:00:24,172.19.130.68,"['172.19.131.174 - - [21/Jan/2022:08:00:24 +0000] ""GET /imp/themes/default/graphics/checkbox_on.png HTTP/1.1"" 200 1359 ""https://mail.smith.russellmitchell.com/imp/themes/default/dynamic/screen.css"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/97.0.4692.71 Safari/537.36""']",11,AMiner: Unusual occurrence frequencies of Apache Access request methods.,"[12, 178, 5]","[['1'], ['0'], ['6']]",Frequency anomaly detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,['Jan 21 08:05:20 intranet-server sshd[7708]: pam_unix(sshd:session): session closed for user jhall'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,['Jan 21 08:05:20 intranet-server systemd-logind[957]: Removed session 29.'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,"['type=USER_END msg=audit(1642752320.510:603): pid=7708 uid=0 auid=1002 ses=29 msg=\'op=PAM:session_close acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success\'']",23,AMiner: New user_end parameter combination in Audit logs.,/,"['0', ""'op=PAM:session_close"", '""jhall""', '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,"['type=CRED_DISP msg=audit(1642752320.510:604): pid=7708 uid=0 auid=1002 ses=29 msg=\'op=PAM:setcred acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success\'']",22,AMiner: New cred_disp parameter combination in Audit logs.,/,"['0', ""'op=PAM:setcred"", '""jhall""', '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,"['type=SERVICE_START msg=audit(1642752320.622:605): pid=1 uid=0 auid=4294967295 ses=4294967295 msg=\'unit=user@1002 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",14,AMiner: New service_start parameter combination in Audit logs.,/,"['0', ""'unit=user@1002"", '""systemd""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:05:20,10.143.2.4,"['type=SERVICE_STOP msg=audit(1642752320.622:606): pid=1 uid=0 auid=4294967295 ses=4294967295 msg=\'unit=user@1002 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",15,AMiner: New service_stop parameter combination in Audit logs.,/,"['0', ""'unit=user@1002"", '""systemd""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:09:33,172.19.131.174,"['2022-01-21 08:09:33 jhall/192.168.230.165:46011 [jhall] Inactivity timeout (--ping-restart), restarting']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:09:33,172.19.131.174,"['2022-01-21 08:09:33 jhall/192.168.230.165:46011 SIGUSR1[soft,ping-restart] received, client-instance restarting']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:39:45,172.19.130.68,"['10.143.3.65 - - [21/Jan/2022:08:39:45 +0000] ""GET /themes/default/sounds/doorbell.wav HTTP/1.1"" 206 5547 ""https://mail.smith.russellmitchell.com/kronolith/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0""']",4,AMiner: New status code in Apache Access log.,/,['206'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:49:22,172.19.130.4,"['type=USER_AUTH msg=audit(1642754962.973:1713): pid=9553 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:authentication acct=""alyssa.hayes"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",20,AMiner: New user_auth parameter combination in Audit logs.,/,"['0', ""'op=PAM:authentication"", '""alyssa.hayes""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 08:49:22,172.19.130.4,"['type=USER_ACCT msg=audit(1642754962.977:1714): pid=9553 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:accounting acct=""alyssa.hayes"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",19,AMiner: New user_acct parameter combination in Audit logs.,/,"['0', ""'op=PAM:accounting"", '""alyssa.hayes""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:14:04,172.19.128.1,['Jan 21 09:14:04 dnsmasq[3468]: query[A] mail.smith.russellmitchell.com from 10.143.2.25'],27,AMiner: New ip address in DNS logs.,/,['10.143.2.25'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:14:16,172.19.130.4,"['type=USER_AUTH msg=audit(1642756456.426:1763): pid=9778 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:authentication acct=""traci.stevenson"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",20,AMiner: New user_auth parameter combination in Audit logs.,/,"['0', ""'op=PAM:authentication"", '""traci.stevenson""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:14:16,172.19.130.4,"['type=USER_ACCT msg=audit(1642756456.430:1764): pid=9778 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:accounting acct=""traci.stevenson"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",19,AMiner: New user_acct parameter combination in Audit logs.,/,"['0', ""'op=PAM:accounting"", '""traci.stevenson""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:18:01,172.19.130.68,"['172.19.131.174 - - [21/Jan/2022:09:18:01 +0000] ""POST /nag/task/save.php HTTP/1.1"" 302 1044 ""https://mail.smith.russellmitchell.com/nag/task.php?tasklist=dV1-G1CR4lFCl9MgG0p7ifX&task=KAHgl8-yT2uHGum1eBKviSP&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2Flist.php"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:86.0) Gecko/20100101 Firefox/86.0""']",9,AMiner: New characters in Apache Access referer.,/,['https://mail.smith.russellmitchell.com/nag/task.php?tasklist=dV1-G1CR4lFCl9MgG0p7ifX&task=KAHgl8-yT2uHGum1eBKviSP&actionID=modify_task&have_search&tab_name=1&url=%2Fnag%2Flist.php'],New character(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:21:17,192.168.231.164,"['2022-01-21 09:21:17 1nAq6f-0001Kg-Gp -> marcus.morgan@smith.russellmitchell.com R=dnslookup T=remote_smtp H=mailserver.smith.russellmitchell.com [192.168.230.4] X=TLS1.2:ECDHE_RSA_AES_256_GCM_SHA384:256 CV=yes DN=""C=AT,ST=Vienna,L=Vienna,O=Company,CN=mailserver.smith.russellmitchell.com"" PRDR C=""250 PRDR R=<marcus.morgan@smith.russellmitchell.com> acceptance""']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:21:17,172.19.130.4,['2022-01-21 09:21:17 1nAq6f-0002Yb-Q4 PRDR R=<rebecca.blake@smith.russellmitchell.com> acceptance'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,['Jan 21 09:40:06 mail sshd[10046]: Accepted publickey for jhall from 172.19.131.174 port 36256 ssh2: RSA SHA256:8wFbiaYPevKS/wYKnePO20v0iymTcrRh4Kr+1uRS1UM'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,['Jan 21 09:40:06 mail sshd[10046]: pam_unix(sshd:session): session opened for user jhall by (uid=0)'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,['Jan 21 09:40:06 mail systemd-logind[521]: New session 89 of user jhall.'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,['Jan 21 09:40:06 mail systemd: pam_unix(systemd-user:session): session opened for user jhall by (uid=0)'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_ACCT msg=audit(1642758006.162:1815): pid=10046 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:accounting acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success\'']",19,AMiner: New user_acct parameter combination in Audit logs.,/,"['0', ""'op=PAM:accounting"", '""jhall""', '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=CRED_ACQ msg=audit(1642758006.166:1816): pid=10046 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:setcred acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success\'']",25,AMiner: New cred_acq parameter combination in Audit logs.,/,"['0', ""'op=PAM:setcred"", '""jhall""', '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,['type=LOGIN msg=audit(1642758006.166:1817): pid=10046 uid=0 old-auid=4294967295 auid=1003 tty=(none) old-ses=4294967295 ses=89 res=1'],16,AMiner: New login parameter combination in Audit logs.,/,"['0', '1003']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_ACCT msg=audit(1642758006.202:1818): pid=10052 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:accounting acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",19,AMiner: New user_acct parameter combination in Audit logs.,/,"['0', ""'op=PAM:accounting"", '""jhall""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_START msg=audit(1642758006.206:1820): pid=10052 uid=0 auid=1003 ses=90 msg=\'op=PAM:session_open acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",18,AMiner: New user_start parameter combination in Audit logs.,/,"['0', ""'op=PAM:session_open"", '""jhall""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=SERVICE_START msg=audit(1642758006.230:1821): pid=1 uid=0 auid=4294967295 ses=4294967295 msg=\'unit=user@1003 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",14,AMiner: New service_start parameter combination in Audit logs.,/,"['0', ""'unit=user@1003"", '""systemd""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_START msg=audit(1642758006.246:1822): pid=10046 uid=0 auid=1003 ses=89 msg=\'op=PAM:session_open acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success\'']",18,AMiner: New user_start parameter combination in Audit logs.,/,"['0', ""'op=PAM:session_open"", '""jhall""', '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_LOGIN msg=audit(1642758006.298:1824): pid=10046 uid=0 auid=1003 ses=89 msg=\'op=login id=1003 exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=/dev/pts/1 res=success\'']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:06,172.19.130.4,"['type=USER_LOGIN msg=audit(1642758006.298:1824): pid=10046 uid=0 auid=1003 ses=89 msg=\'op=login id=1003 exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=/dev/pts/1 res=success\'']",21,AMiner: New user_login parameter combination in Audit logs.,/,"['0', ""'op=login"", '""/usr/sbin/sshd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:40,172.19.130.4,['Jan 21 09:40:40 mail sshd[10059]: Received disconnect from 172.19.131.174 port 36256:11: disconnected by user'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:40,172.19.130.4,['Jan 21 09:40:40 mail sshd[10059]: Disconnected from 172.19.131.174 port 36256'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:40:40,172.19.130.4,"['type=SERVICE_STOP msg=audit(1642758040.109:1827): pid=1 uid=0 auid=4294967295 ses=4294967295 msg=\'unit=user@1003 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",15,AMiner: New service_stop parameter combination in Audit logs.,/,"['0', ""'unit=user@1003"", '""systemd""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:50:54,192.168.231.254,['Jan 21 09:50:54 dnsmasq[3326]: query[A] thehill.com from 192.168.230.95'],27,AMiner: New ip address in DNS logs.,/,['192.168.230.95'],New value(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 09:57:41,192.168.231.254,['Jan 21 09:57:41 dnsmasq[3326]: query[MX] smith.russellmitchell.com from 192.168.231.56'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['MX'],Frequency exceeds range for the first time,/,/,/,/,/,/,/,16.0,"[10.0, 22.0]",23
2022-01-21 09:57:41,192.168.231.254,['Jan 21 09:57:41 dnsmasq[3326]: query[MX] smith.russellmitchell.com from 192.168.231.56'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['MX'],Frequency anomaly detected,/,/,/,/,/,/,/,16.0,"[10.0, 22.0]",24
2022-01-21 10:00:13,192.168.231.254,['Jan 21 10:00:13 dnsmasq[3326]: query[A] firefox.settings.services.mozilla.com from 192.168.230.4'],33,AMiner: Unusual occurrence frequencies of DNS query IPs.,"[519, 206, 211, 165, 101, 210, 164, 29, 6, 6, 54, 1, 132, 3, 2, 91, 43, 2]","[['192.168.230.4'], ['10.143.0.103'], ['192.168.231.164'], ['192.168.231.56'], ['172.19.130.4'], ['10.143.1.78'], ['172.19.131.174'], ['192.168.231.180'], ['10.143.3.65'], ['172.19.130.68'], ['10.143.2.25'], ['192.168.231.68'], ['10.143.2.91'], ['10.143.2.4'], ['192.168.230.95'], ['192.168.231.75'], ['192.168.231.127'], ['172.19.130.106']]",Frequency anomaly detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:10:16,192.168.231.254,['Jan 21 10:10:16 dnsmasq[3326]: query[A] 3x6-.646-.XZ3lW*2is7/CQLe/E08F/E8adGGEF1PoYs-.IDW7TWJ458VBGNEhYVrnhrGCrdvKZE2GV9-.SpPIDPSYaVTp55ZbziA3T//xbW19XmXLQp-.Kparq/kSO4*gZPKpSqfk/fvbc/oHbvBi3a-.customers_2018.xlsx.email-19.kennedy-mendoza.info from 192.168.230.4'],32,AMiner: Unusual occurrence frequencies of DNS log events.,"[1416, 1289, 3801, 146, 17]","[['/model', '/model/time', '/model/service', '/model/br_open', '/model/pid', '/model/br_close', '/model/type/query', '/model/type/query/query', '/model/type/query/record', '/model/type/query/br_close', '/model/type/query/domain', '/model/type/query/from', '/model/type/query/ip'], ['/model', '/model/time', '/model/service', '/model/br_open', '/model/pid', '/model/br_close', '/model/type/forwarded', '/model/type/forwarded/reply', '/model/type/forwarded/domain', '/model/type/forwarded/to', '/model/type/forwarded/ip'], ['/model', '/model/time', '/model/service', '/model/br_open', '/model/pid', '/model/br_close', '/model/type/reply', '/model/type/reply/reply', '/model/type/reply/domain', '/model/type/reply/is', '/model/type/reply/ip'], ['/model', '/model/time', '/model/service', '/model/br_open', '/model/pid', '/model/br_close', '/model/type/cached', '/model/type/cached/cached', '/model/type/cached/domain', '/model/type/cached/is', '/model/type/cached/ip'], ['/model', '/model/time', '/model/service', '/model/br_open', '/model/pid', '/model/br_close', '/model/type/nameserver', '/model/type/nameserver/nameserver', '/model/type/nameserver/ip', '/model/type/nameserver/refused']]",Frequency anomaly detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:15:44,172.19.130.4,"['type=USER_AUTH msg=audit(1642760144.072:1848): pid=10280 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:authentication acct=""dorothy.ellis"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",20,AMiner: New user_auth parameter combination in Audit logs.,/,"['0', ""'op=PAM:authentication"", '""dorothy.ellis""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:15:44,172.19.130.4,"['type=USER_ACCT msg=audit(1642760144.072:1849): pid=10280 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:accounting acct=""dorothy.ellis"" exe=""/usr/lib/dovecot/auth"" hostname=172.19.130.4 addr=172.19.130.4 terminal=dovecot res=success\'']",19,AMiner: New user_acct parameter combination in Audit logs.,/,"['0', ""'op=PAM:accounting"", '""dorothy.ellis""', '""/usr/lib/dovecot/auth""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:30:24,192.168.231.56,['Jan 21 10:30:24 davey-mail auth: pam_unix(dovecot:auth): authentication failure; logname= uid=0 euid=0 tty=dovecot ruser=andrea.moss rhost=192.168.231.56  user=andrea.moss'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:30:28,192.168.231.56,"['Jan 21 10:30:28 davey-mail dovecot: imap-login: Disconnected (auth failed, 1 attempts in 4 secs): user=<andrea.moss>, method=PLAIN, rip=192.168.231.56, lip=192.168.231.56, TLS, session=<80JOGxXW1OfAqOc4>']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:30:28,192.168.231.56,"['Jan 21 10:30:28 davey-mail HORDE: [horde] FAILED LOGIN for andrea.moss to horde (192.168.231.180) [pid 6884 on line 198 of ""/usr/share/horde/login.php""]']",3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:39:33,10.143.2.4,['type=LOGIN msg=audit(1642761573.424:675): pid=14362 uid=0 old-auid=4294967295 auid=1002 tty=(none) old-ses=4294967295 ses=100 res=1'],16,AMiner: New login parameter combination in Audit logs.,/,"['0', '1002']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:39:33,10.143.2.4,"['type=CRED_ACQ msg=audit(1642761573.460:677): pid=14371 uid=0 auid=4294967295 ses=4294967295 msg=\'op=PAM:setcred acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success\'']",25,AMiner: New cred_acq parameter combination in Audit logs.,/,"['0', ""'op=PAM:setcred"", '""jhall""', '""/lib/systemd/systemd""']",New value combination(s) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:39:53,10.143.2.4,['Jan 21 10:39:53 intranet-server sshd[14489]: Disconnected from user jhall 172.19.131.174 port 38526'],3,AMiner: New event type.,/,/,New path(es) detected,/,/,/,/,/,/,/,/,/,/
2022-01-21 10:55:56,172.19.128.1,['Jan 21 10:55:56 dnsmasq[3468]: query[AAAA] mailserver.smith.russellmitchell.com from 172.19.130.4'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['AAAA'],Frequency exceeds range for the first time,/,/,/,/,/,/,/,565.8,"[0.0, 1322.0]",1323
2022-01-21 10:55:56,172.19.128.1,['Jan 21 10:55:56 dnsmasq[3468]: query[A] smtp.davey.russellmitchell.com from 172.19.130.4'],31,AMiner: Unusual occurrence frequencies of query records in DNS logs.,/,['A'],Frequency exceeds range for the first time,/,/,/,/,/,/,/,746.6,"[0.0, 1528.0]",1529
